"date","minutes_url","jornada_number","visitor_team_name","visitor_team_id","season","time","categoria_id","local_points","visitor_points","local_team_id","local_team_name"
"12/11/2016","liga_eacta.php?IDENCUENTRO=131711052&EL=CLUB SA POBLA T.T.&EV=PLA I LLEVANT-CAFÉ POP&IDJORNADA=100&IDNIVEL=17#acta","5","PLA I LLEVANT-CAFÉ POP","10773","2016-2017","17:30","17","2","4","187","CLUB SA POBLA T.T."
"12/11/2016","liga_eacta.php?IDENCUENTRO=131711053&EL=CARMEN PELUQUEROS - SANT JORDI&EV=SON CLADERA TTC&IDJORNADA=100&IDNIVEL=17#acta","5","SON CLADERA TTC","10457","2016-2017","18:00","17","5","1","16032","CARMEN PELUQUEROS - SANT JORDI"
"12/11/2016","liga_eacta.php?IDENCUENTRO=131711054&EL=CLUB PALMA T.T. A&EV=ALARO TTC&IDJORNADA=100&IDNIVEL=17#acta","5","ALARO TTC","1231","2016-2017","18:00","17","6","0","188","CLUB PALMA T.T. A"
"13/11/2016","liga_eacta.php?IDENCUENTRO=131711055&EL=UNIDAD - CTT SANTA EULARIA&EV=SOLLER TT - M2VILLAGE&IDJORNADA=100&IDNIVEL=17#acta","5","SOLLER TT - M2VILLAGE","632","2016-2017","11:00","17","4","3","1063","UNIDAD - CTT SANTA EULARIA"
"13/11/2016","liga_eacta.php?IDENCUENTRO=131711056&EL=CTT ES VIVER - EIVISSA PATRIMONI DE LA HUMANITAT&EV=SON CLADERA TTC&IDJORNADA=100&IDNIVEL=17#acta","5","SON CLADERA TTC","10457","2016-2017","11:00","17","2","4","10478","CTT ES VIVER - EIVISSA PATRIMONI DE LA HUMANITAT"
"19/11/2016","liga_eacta.php?IDENCUENTRO=131711061&EL=CTT ES VIVER - EIVISSA PATRIMONI DE LA HUMANITAT&EV=CLUB PALMA T.T. B&IDJORNADA=100&IDNIVEL=17#acta","6","CLUB PALMA T.T. B","16051","2016-2017","11:00","17","1","5","10478","CTT ES VIVER - EIVISSA PATRIMONI DE LA HUMANITAT"
"19/11/2016","liga_eacta.php?IDENCUENTRO=131711062&EL=CARMEN PELUQUEROS - SANT JORDI&EV=CLUB PALMA T.T. B&IDJORNADA=100&IDNIVEL=17#acta","6","CLUB PALMA T.T. B","16051","2016-2017","15:30","17","4","2","16032","CARMEN PELUQUEROS - SANT JORDI"
"19/11/2016","liga_eacta.php?IDENCUENTRO=131711063&EL=SOLLER TT - M2VILLAGE&EV=CTT SANT LLUIS&IDJORNADA=100&IDNIVEL=17#acta","6","CTT SANT LLUIS","16031","2016-2017","17:30","17","4","3","632","SOLLER TT - M2VILLAGE"
"19/11/2016","liga_eacta.php?IDENCUENTRO=131711064&EL=SON CLADERA TTC&EV=C.T.T. SANTA EULARIA&IDJORNADA=100&IDNIVEL=17#acta","6","C.T.T. SANTA EULARIA","1130","2016-2017","18:00","17","4","3","10457","SON CLADERA TTC"
"20/11/2016","liga_eacta.php?IDENCUENTRO=131711065&EL=ALARO TTC&EV=CTT SANT LLUIS&IDJORNADA=100&IDNIVEL=17#acta","6","CTT SANT LLUIS","16031","2016-2017","11:00","17","3","4","1231","ALARO TTC"
"20/11/2016","liga_eacta.php?IDENCUENTRO=131711066&EL=PLA I LLEVANT-CAFÉ POP&EV=C.T.T. SANTA EULARIA&IDJORNADA=100&IDNIVEL=17#acta","6","C.T.T. SANTA EULARIA","1130","2016-2017","11:00","17","4","2","10773","PLA I LLEVANT-CAFÉ POP"
"26/11/2016","liga_eacta.php?IDENCUENTRO=131711071&EL=CTT SANT LLUIS&EV=C.T.T. SANTA EULARIA&IDJORNADA=100&IDNIVEL=17#acta","7","C.T.T. SANTA EULARIA","1130","2016-2017","16:00","17","4","2","16031","CTT SANT LLUIS"
"26/11/2016","liga_eacta.php?IDENCUENTRO=131711072&EL=ALARO TTC&EV=CARMEN PELUQUEROS - SANT JORDI&IDJORNADA=100&IDNIVEL=17#acta","7","CARMEN PELUQUEROS - SANT JORDI","16032","2016-2017","17:00","17","0","6","1231","ALARO TTC"
"26/11/2016","liga_eacta.php?IDENCUENTRO=131711073&EL=CLUB SA POBLA T.T.&EV=CTT ES VIVER - EIVISSA PATRIMONI DE LA HUMANITAT&IDJORNADA=100&IDNIVEL=17#acta","7","CTT ES VIVER - EIVISSA PATRIMONI DE LA HUMANITAT","10478","2016-2017","17:30","17","4","2","187","CLUB SA POBLA T.T."
"26/11/2016","liga_eacta.php?IDENCUENTRO=131711074&EL=SON CLADERA TTC&EV=CLUB PALMA T.T. A&IDJORNADA=100&IDNIVEL=17#acta","7","CLUB PALMA T.T. A","188","2016-2017","18:00","17","2","4","10457","SON CLADERA TTC"
"27/11/2016","liga_eacta.php?IDENCUENTRO=131711075&EL=SOLLER TT - M2VILLAGE&EV=CARMEN PELUQUEROS - SANT JORDI&IDJORNADA=100&IDNIVEL=17#acta","7","CARMEN PELUQUEROS - SANT JORDI","16032","2016-2017","10:30","17","1","5","632","SOLLER TT - M2VILLAGE"
"27/11/2016","liga_eacta.php?IDENCUENTRO=131711076&EL=PLA I LLEVANT-CAFÉ POP&EV=CLUB PALMA T.T. B&IDJORNADA=100&IDNIVEL=17#acta","7","CLUB PALMA T.T. B","16051","2016-2017","11:00","17","6","0","10773","PLA I LLEVANT-CAFÉ POP"
"03/12/2016","liga_eacta.php?IDENCUENTRO=131711081&EL=ALARO TTC&EV=CLUB PALMA T.T. B&IDJORNADA=100&IDNIVEL=17#acta","8","CLUB PALMA T.T. B","16051","2016-2017","17:00","17","2","4","1231","ALARO TTC"
"03/12/2016","liga_eacta.php?IDENCUENTRO=131711082&EL=CARMEN PELUQUEROS - SANT JORDI&EV=PLA I LLEVANT-CAFÉ POP&IDJORNADA=100&IDNIVEL=17#acta","8","PLA I LLEVANT-CAFÉ POP","10773","2016-2017","18:00","17","5","1","16032","CARMEN PELUQUEROS - SANT JORDI"
"03/12/2016","liga_eacta.php?IDENCUENTRO=131711083&EL=CLUB PALMA T.T. A&EV=SOLLER TT - M2VILLAGE&IDJORNADA=100&IDNIVEL=17#acta","8","SOLLER TT - M2VILLAGE","632","2016-2017","18:00","17","5","1","188","CLUB PALMA T.T. A"
"04/12/2016","liga_eacta.php?IDENCUENTRO=131711084&EL=CTT ES VIVER - EIVISSA PATRIMONI DE LA HUMANITAT&EV=PLA I LLEVANT-CAFÉ POP&IDJORNADA=100&IDNIVEL=17#acta","8","PLA I LLEVANT-CAFÉ POP","10773","2016-2017","11:00","17","1","5","10478","CTT ES VIVER - EIVISSA PATRIMONI DE LA HUMANITAT"
"18/12/2016","liga_eacta.php?IDENCUENTRO=131711085&EL=UNIDAD - CTT SANTA EULARIA&EV=CLUB SA POBLA T.T.&IDJORNADA=100&IDNIVEL=17#acta","8","CLUB SA POBLA T.T.","187","2016-2017","11:00","17","5","1","1063","UNIDAD - CTT SANTA EULARIA"
"18/12/2016","liga_eacta.php?IDENCUENTRO=131711086&EL=C.T.T. SANTA EULARIA&EV=CLUB SA POBLA T.T.&IDJORNADA=100&IDNIVEL=17#acta","8","CLUB SA POBLA T.T.","187","2016-2017","16:00","17","2","4","1130","C.T.T. SANTA EULARIA"
"10/12/2016","liga_eacta.php?IDENCUENTRO=131711091&EL=CTT SANT LLUIS&EV=CTT ES VIVER - EIVISSA PATRIMONI DE LA HUMANITAT&IDJORNADA=100&IDNIVEL=17#acta","9","CTT ES VIVER - EIVISSA PATRIMONI DE LA HUMANITAT","10478","2016-2017","16:00","17","6","0","16031","CTT SANT LLUIS"
"10/12/2016","liga_eacta.php?IDENCUENTRO=131711092&EL=CLUB PALMA T.T. B&EV=UNIDAD - CTT SANTA EULARIA&IDJORNADA=100&IDNIVEL=17#acta","9","UNIDAD - CTT SANTA EULARIA","1063","2016-2017","16:00","17","2","4","16051","CLUB PALMA T.T. B"
"10/12/2016","liga_eacta.php?IDENCUENTRO=131711093&EL=SOLLER TT - M2VILLAGE&EV=ALARO TTC&IDJORNADA=100&IDNIVEL=17#acta","9","ALARO TTC","1231","2016-2017","17:30","17","6","0","632","SOLLER TT - M2VILLAGE"
"10/12/2016","liga_eacta.php?IDENCUENTRO=131711094&EL=CLUB SA POBLA T.T.&EV=SON CLADERA TTC&IDJORNADA=100&IDNIVEL=17#acta","9","SON CLADERA TTC","10457","2016-2017","17:30","17","1","5","187","CLUB SA POBLA T.T."
"11/12/2016","liga_eacta.php?IDENCUENTRO=131711095&EL=CLUB PALMA T.T. A&EV=UNIDAD - CTT SANTA EULARIA&IDJORNADA=100&IDNIVEL=17#acta","9","UNIDAD - CTT SANTA EULARIA","1063","2016-2017","11:00","17","3","4","188","CLUB PALMA T.T. A"
"11/12/2016","liga_eacta.php?IDENCUENTRO=131711096&EL=CTT SANT LLUIS&EV=CARMEN PELUQUEROS - SANT JORDI&IDJORNADA=100&IDNIVEL=17#acta","9","CARMEN PELUQUEROS - SANT JORDI","16032","2016-2017","11:00","17","6","0","16031","CTT SANT LLUIS"
"14/01/2017","liga_eacta.php?IDENCUENTRO=131711101&EL=CLUB PALMA T.T. B&EV=C.T.T. SANTA EULARIA&IDJORNADA=100&IDNIVEL=17#acta","10","C.T.T. SANTA EULARIA","1130","2016-2017","11:00","17","4","2","16051","CLUB PALMA T.T. B"
"14/01/2017","liga_eacta.php?IDENCUENTRO=131711102&EL=ALARO TTC&EV=CTT ES VIVER - EIVISSA PATRIMONI DE LA HUMANITAT&IDJORNADA=100&IDNIVEL=17#acta","10","CTT ES VIVER - EIVISSA PATRIMONI DE LA HUMANITAT","10478","2016-2017","11:00","17","4","2","1231","ALARO TTC"
"14/01/2017","liga_eacta.php?IDENCUENTRO=131711103&EL=CLUB PALMA T.T. A&EV=C.T.T. SANTA EULARIA&IDJORNADA=100&IDNIVEL=17#acta","10","C.T.T. SANTA EULARIA","1130","2016-2017","17:00","17","6","0","188","CLUB PALMA T.T. A"
"14/01/2017","liga_eacta.php?IDENCUENTRO=131711104&EL=CLUB SA POBLA T.T.&EV=CARMEN PELUQUEROS - SANT JORDI&IDJORNADA=100&IDNIVEL=17#acta","10","CARMEN PELUQUEROS - SANT JORDI","16032","2016-2017","17:30","17","3","4","187","CLUB SA POBLA T.T."
"14/01/2017","liga_eacta.php?IDENCUENTRO=131711105&EL=SOLLER TT - M2VILLAGE&EV=CTT ES VIVER - EIVISSA PATRIMONI DE LA HUMANITAT&IDJORNADA=100&IDNIVEL=17#acta","10","CTT ES VIVER - EIVISSA PATRIMONI DE LA HUMANITAT","10478","2016-2017","17:30","17","6","0","632","SOLLER TT - M2VILLAGE"
"14/01/2017","liga_eacta.php?IDENCUENTRO=131711106&EL=SON CLADERA TTC&EV=UNIDAD - CTT SANTA EULARIA&IDJORNADA=100&IDNIVEL=17#acta","10","UNIDAD - CTT SANTA EULARIA","1063","2016-2017","18:00","17","4","3","10457","SON CLADERA TTC"
"15/01/2017","liga_eacta.php?IDENCUENTRO=131711107&EL=PLA I LLEVANT-CAFÉ POP&EV=UNIDAD - CTT SANTA EULARIA&IDJORNADA=100&IDNIVEL=17#acta","10","UNIDAD - CTT SANTA EULARIA","1063","2016-2017","11:00","17","2","4","10773","PLA I LLEVANT-CAFÉ POP"
"21/01/2017","liga_eacta.php?IDENCUENTRO=131711112&EL=CARMEN PELUQUEROS - SANT JORDI&EV=CLUB PALMA T.T. A&IDJORNADA=100&IDNIVEL=17#acta","11","CLUB PALMA T.T. A","188","2016-2017","11:00","17","4","2","16032","CARMEN PELUQUEROS - SANT JORDI"
"21/01/2017","liga_eacta.php?IDENCUENTRO=131711111&EL=CTT ES VIVER - EIVISSA PATRIMONI DE LA HUMANITAT&EV=CLUB PALMA T.T. A&IDJORNADA=100&IDNIVEL=17#acta","11","CLUB PALMA T.T. A","188","2016-2017","15:30","17","0","6","10478","CTT ES VIVER - EIVISSA PATRIMONI DE LA HUMANITAT"
"21/01/2017","liga_eacta.php?IDENCUENTRO=131711113&EL=SOLLER TT - M2VILLAGE&EV=PLA I LLEVANT-CAFÉ POP&IDJORNADA=100&IDNIVEL=17#acta","11","PLA I LLEVANT-CAFÉ POP","10773","2016-2017","17:30","17","4","2","632","SOLLER TT - M2VILLAGE"
"21/01/2017","liga_eacta.php?IDENCUENTRO=131711115&EL=SON CLADERA TTC&EV=CTT SANT LLUIS&IDJORNADA=100&IDNIVEL=17#acta","11","CTT SANT LLUIS","16031","2016-2017","18:00","17","2","4","10457","SON CLADERA TTC"
"21/01/2017","liga_eacta.php?IDENCUENTRO=131711114&EL=CLUB PALMA T.T. B&EV=CLUB SA POBLA T.T.&IDJORNADA=100&IDNIVEL=17#acta","11","CLUB SA POBLA T.T.","187","2016-2017","18:00","17","4","3","16051","CLUB PALMA T.T. B"
"22/01/2017","liga_eacta.php?IDENCUENTRO=131711117&EL=PLA I LLEVANT-CAFÉ POP&EV=CTT SANT LLUIS&IDJORNADA=100&IDNIVEL=17#acta","11","CTT SANT LLUIS","16031","2016-2017","11:00","17","2","4","10773","PLA I LLEVANT-CAFÉ POP"
"22/01/2017","liga_eacta.php?IDENCUENTRO=131711116&EL=UNIDAD - CTT SANTA EULARIA&EV=ALARO TTC&IDJORNADA=100&IDNIVEL=17#acta","11","ALARO TTC","1231","2016-2017","11:00","17","5","1","1063","UNIDAD - CTT SANTA EULARIA"
"22/01/2017","liga_eacta.php?IDENCUENTRO=131711118&EL=C.T.T. SANTA EULARIA&EV=ALARO TTC&IDJORNADA=100&IDNIVEL=17#acta","11","ALARO TTC","1231","2016-2017","16:00","17","4","2","1130","C.T.T. SANTA EULARIA"
"28/01/2017","liga_eacta.php?IDENCUENTRO=131711122&EL=CTT SANT LLUIS&EV=SOLLER TT - M2VILLAGE&IDJORNADA=100&IDNIVEL=17#acta","12","SOLLER TT - M2VILLAGE","632","2016-2017","16:00","17","4","2","16031","CTT SANT LLUIS"
"28/01/2017","liga_eacta.php?IDENCUENTRO=131711121&EL=C.T.T. SANTA EULARIA&EV=UNIDAD - CTT SANTA EULARIA&IDJORNADA=100&IDNIVEL=17#acta","12","UNIDAD - CTT SANTA EULARIA","1063","2016-2017","16:00","17","2","4","1130","C.T.T. SANTA EULARIA"
"28/01/2017","liga_eacta.php?IDENCUENTRO=131711123&EL=ALARO TTC&EV=CLUB SA POBLA T.T.&IDJORNADA=100&IDNIVEL=17#acta","12","CLUB SA POBLA T.T.","187","2016-2017","17:00","17","4","2","1231","ALARO TTC"
"28/01/2017","liga_eacta.php?IDENCUENTRO=131711124&EL=CLUB PALMA T.T. A&EV=CLUB PALMA T.T. B&IDJORNADA=100&IDNIVEL=17#acta","12","CLUB PALMA T.T. B","16051","2016-2017","18:00","17","6","0","188","CLUB PALMA T.T. A"
"29/01/2017","liga_eacta.php?IDENCUENTRO=131711126&EL=PLA I LLEVANT-CAFÉ POP&EV=SON CLADERA TTC&IDJORNADA=100&IDNIVEL=17#acta","12","SON CLADERA TTC","10457","2016-2017","11:00","17","2","4","10773","PLA I LLEVANT-CAFÉ POP"
"29/01/2017","liga_eacta.php?IDENCUENTRO=131711125&EL=CTT ES VIVER - EIVISSA PATRIMONI DE LA HUMANITAT&EV=CARMEN PELUQUEROS - SANT JORDI&IDJORNADA=100&IDNIVEL=17#acta","12","CARMEN PELUQUEROS - SANT JORDI","16032","2016-2017","11:00","17","1","5","10478","CTT ES VIVER - EIVISSA PATRIMONI DE LA HUMANITAT"
"04/02/2017","liga_eacta.php?IDENCUENTRO=131711131&EL=CLUB SA POBLA T.T.&EV=CTT SANT LLUIS&IDJORNADA=100&IDNIVEL=17#acta","13","CTT SANT LLUIS","16031","2016-2017","11:00","17","2","4","187","CLUB SA POBLA T.T."
"04/02/2017","liga_eacta.php?IDENCUENTRO=131711134&EL=CLUB PALMA T.T. B&EV=ALARO TTC&IDJORNADA=100&IDNIVEL=17#acta","13","ALARO TTC","1231","2016-2017","18:00","17","4","2","16051","CLUB PALMA T.T. B"
"04/02/2017","liga_eacta.php?IDENCUENTRO=131711133&EL=CLUB PALMA T.T. A&EV=SON CLADERA TTC&IDJORNADA=100&IDNIVEL=17#acta","13","SON CLADERA TTC","10457","2016-2017","18:00","17","1","5","188","CLUB PALMA T.T. A"
"04/02/2017","liga_eacta.php?IDENCUENTRO=131711132&EL=CARMEN PELUQUEROS - SANT JORDI&EV=UNIDAD - CTT SANTA EULARIA&IDJORNADA=100&IDNIVEL=17#acta","13","UNIDAD - CTT SANTA EULARIA","1063","2016-2017","18:00","17","4","3","16032","CARMEN PELUQUEROS - SANT JORDI"
"05/02/2017","liga_eacta.php?IDENCUENTRO=131711136&EL=PLA I LLEVANT-CAFÉ POP&EV=SOLLER TT - M2VILLAGE&IDJORNADA=100&IDNIVEL=17#acta","13","SOLLER TT - M2VILLAGE","632","2016-2017","11:00","17","3","4","10773","PLA I LLEVANT-CAFÉ POP"
"05/02/2017","liga_eacta.php?IDENCUENTRO=131711135&EL=CTT ES VIVER - EIVISSA PATRIMONI DE LA HUMANITAT&EV=C.T.T. SANTA EULARIA&IDJORNADA=100&IDNIVEL=17#acta","13","C.T.T. SANTA EULARIA","1130","2016-2017","11:00","17","1","5","10478","CTT ES VIVER - EIVISSA PATRIMONI DE LA HUMANITAT"
"11/02/2017","liga_eacta.php?IDENCUENTRO=131711141&EL=CTT ES VIVER - EIVISSA PATRIMONI DE LA HUMANITAT&EV=CLUB SA POBLA T.T.&IDJORNADA=100&IDNIVEL=17#acta","14","CLUB SA POBLA T.T.","187","2016-2017","11:00","17","1","5","10478","CTT ES VIVER - EIVISSA PATRIMONI DE LA HUMANITAT"
"11/02/2017","liga_eacta.php?IDENCUENTRO=131711142&EL=C.T.T. SANTA EULARIA&EV=PLA I LLEVANT-CAFÉ POP&IDJORNADA=100&IDNIVEL=17#acta","14","PLA I LLEVANT-CAFÉ POP","10773","2016-2017","16:00","17","4","3","1130","C.T.T. SANTA EULARIA"
"11/02/2017","liga_eacta.php?IDENCUENTRO=131711143&EL=SOLLER TT - M2VILLAGE&EV=CLUB PALMA T.T. A&IDJORNADA=100&IDNIVEL=17#acta","14","CLUB PALMA T.T. A","188","2016-2017","17:30","17","4","2","632","SOLLER TT - M2VILLAGE"
"11/02/2017","liga_eacta.php?IDENCUENTRO=131711145&EL=CARMEN PELUQUEROS - SANT JORDI&EV=CLUB SA POBLA T.T.&IDJORNADA=100&IDNIVEL=17#acta","14","CLUB SA POBLA T.T.","187","2016-2017","18:00","17","4","2","16032","CARMEN PELUQUEROS - SANT JORDI"
"11/02/2017","liga_eacta.php?IDENCUENTRO=131711144&EL=SON CLADERA TTC&EV=ALARO TTC&IDJORNADA=100&IDNIVEL=17#acta","14","ALARO TTC","1231","2016-2017","18:00","17","0","6","10457","SON CLADERA TTC"
"12/02/2017","liga_eacta.php?IDENCUENTRO=131711146&EL=UNIDAD - CTT SANTA EULARIA&EV=PLA I LLEVANT-CAFÉ POP&IDJORNADA=100&IDNIVEL=17#acta","14","PLA I LLEVANT-CAFÉ POP","10773","2016-2017","11:00","17","6","0","1063","UNIDAD - CTT SANTA EULARIA"
"18/02/2017","liga_eacta.php?IDENCUENTRO=131711153&EL=ALARO TTC&EV=SOLLER TT - M2VILLAGE&IDJORNADA=100&IDNIVEL=17#acta","15","SOLLER TT - M2VILLAGE","632","2016-2017","17:00","17","2","4","1231","ALARO TTC"
"26/02/2017","liga_eacta.php?IDENCUENTRO=131711152&EL=CTT SANT LLUIS&EV=CLUB PALMA T.T. B&IDJORNADA=100&IDNIVEL=17#acta","15","CLUB PALMA T.T. B","16051","2016-2017","11:00","17","5","1","16031","CTT SANT LLUIS"
"26/02/2017","liga_eacta.php?IDENCUENTRO=131711151&EL=PLA I LLEVANT-CAFÉ POP&EV=CLUB PALMA T.T. A&IDJORNADA=100&IDNIVEL=17#acta","15","CLUB PALMA T.T. A","188","2016-2017","11:00","17","0","6","10773","PLA I LLEVANT-CAFÉ POP"
"25/03/2017","liga_eacta.php?IDENCUENTRO=131711154&EL=CLUB SA POBLA T.T.&EV=C.T.T. SANTA EULARIA&IDJORNADA=100&IDNIVEL=17#acta","15","C.T.T. SANTA EULARIA","1130","2016-2017","10:30","17","4","2","187","CLUB SA POBLA T.T."
"04/03/2017","liga_eacta.php?IDENCUENTRO=131711161&EL=ALARO TTC&EV=CLUB PALMA T.T. A&IDJORNADA=100&IDNIVEL=17#acta","16","CLUB PALMA T.T. A","188","2016-2017","17:00","17","1","5","1231","ALARO TTC"
"04/03/2017","liga_eacta.php?IDENCUENTRO=131711163&EL=CLUB SA POBLA T.T.&EV=UNIDAD - CTT SANTA EULARIA&IDJORNADA=100&IDNIVEL=17#acta","16","UNIDAD - CTT SANTA EULARIA","1063","2016-2017","17:30","17","1","5","187","CLUB SA POBLA T.T."
"04/03/2017","liga_eacta.php?IDENCUENTRO=131711162&EL=SOLLER TT - M2VILLAGE&EV=CLUB PALMA T.T. B&IDJORNADA=100&IDNIVEL=17#acta","16","CLUB PALMA T.T. B","16051","2016-2017","17:30","17","6","0","632","SOLLER TT - M2VILLAGE"
"04/03/2017","liga_eacta.php?IDENCUENTRO=131711165&EL=SON CLADERA TTC&EV=CTT ES VIVER - EIVISSA PATRIMONI DE LA HUMANITAT&IDJORNADA=100&IDNIVEL=17#acta","16","CTT ES VIVER - EIVISSA PATRIMONI DE LA HUMANITAT","10478","2016-2017","18:00","17","4","2","10457","SON CLADERA TTC"
"04/03/2017","liga_eacta.php?IDENCUENTRO=131711164&EL=CARMEN PELUQUEROS - SANT JORDI&EV=C.T.T. SANTA EULARIA&IDJORNADA=100&IDNIVEL=17#acta","16","C.T.T. SANTA EULARIA","1130","2016-2017","18:00","17","4","2","16032","CARMEN PELUQUEROS - SANT JORDI"
"05/03/2017","liga_eacta.php?IDENCUENTRO=131711166&EL=PLA I LLEVANT-CAFÉ POP&EV=CTT ES VIVER - EIVISSA PATRIMONI DE LA HUMANITAT&IDJORNADA=100&IDNIVEL=17#acta","16","CTT ES VIVER - EIVISSA PATRIMONI DE LA HUMANITAT","10478","2016-2017","11:00","17","4","3","10773","PLA I LLEVANT-CAFÉ POP"
"11/03/2017","liga_eacta.php?IDENCUENTRO=131711172&EL=CTT ES VIVER - EIVISSA PATRIMONI DE LA HUMANITAT&EV=ALARO TTC&IDJORNADA=100&IDNIVEL=17#acta","17","ALARO TTC","1231","2016-2017","11:00","17","0","6","10478","CTT ES VIVER - EIVISSA PATRIMONI DE LA HUMANITAT"
"11/03/2017","liga_eacta.php?IDENCUENTRO=131711171&EL=CTT SANT LLUIS&EV=PLA I LLEVANT-CAFÉ POP&IDJORNADA=100&IDNIVEL=17#acta","17","PLA I LLEVANT-CAFÉ POP","10773","2016-2017","16:00","17","5","1","16031","CTT SANT LLUIS"
"11/03/2017","liga_eacta.php?IDENCUENTRO=131711173&EL=SOLLER TT - M2VILLAGE&EV=CLUB SA POBLA T.T.&IDJORNADA=100&IDNIVEL=17#acta","17","CLUB SA POBLA T.T.","187","2016-2017","17:30","17","2","4","632","SOLLER TT - M2VILLAGE"
"11/03/2017","liga_eacta.php?IDENCUENTRO=131711175&EL=CARMEN PELUQUEROS - SANT JORDI&EV=ALARO TTC&IDJORNADA=100&IDNIVEL=17#acta","17","ALARO TTC","1231","2016-2017","18:00","17","5","1","16032","CARMEN PELUQUEROS - SANT JORDI"
"11/03/2017","liga_eacta.php?IDENCUENTRO=131711174&EL=CLUB PALMA T.T. B&EV=SON CLADERA TTC&IDJORNADA=100&IDNIVEL=17#acta","17","SON CLADERA TTC","10457","2016-2017","18:00","17","1","5","16051","CLUB PALMA T.T. B"
"12/03/2017","liga_eacta.php?IDENCUENTRO=131711176&EL=UNIDAD - CTT SANTA EULARIA&EV=CLUB PALMA T.T. A&IDJORNADA=100&IDNIVEL=17#acta","17","CLUB PALMA T.T. A","188","2016-2017","11:00","17","3","4","1063","UNIDAD - CTT SANTA EULARIA"
"12/03/2017","liga_eacta.php?IDENCUENTRO=131711177&EL=C.T.T. SANTA EULARIA&EV=CLUB PALMA T.T. A&IDJORNADA=100&IDNIVEL=17#acta","17","CLUB PALMA T.T. A","188","2016-2017","16:00","17","1","5","1130","C.T.T. SANTA EULARIA"
"18/03/2017","liga_eacta.php?IDENCUENTRO=131711181&EL=CLUB PALMA T.T. B&EV=CARMEN PELUQUEROS - SANT JORDI&IDJORNADA=100&IDNIVEL=17#acta","18","CARMEN PELUQUEROS - SANT JORDI","16032","2016-2017","11:00","17","1","5","16051","CLUB PALMA T.T. B"
"18/03/2017","liga_eacta.php?IDENCUENTRO=131711183&EL=CLUB PALMA T.T. A&EV=CARMEN PELUQUEROS - SANT JORDI&IDJORNADA=100&IDNIVEL=17#acta","18","CARMEN PELUQUEROS - SANT JORDI","16032","2016-2017","16:00","17","4","2","188","CLUB PALMA T.T. A"
"18/03/2017","liga_eacta.php?IDENCUENTRO=131711182&EL=CTT SANT LLUIS&EV=SON CLADERA TTC&IDJORNADA=100&IDNIVEL=17#acta","18","SON CLADERA TTC","10457","2016-2017","16:00","17","5","1","16031","CTT SANT LLUIS"
"18/03/2017","liga_eacta.php?IDENCUENTRO=131711184&EL=ALARO TTC&EV=C.T.T. SANTA EULARIA&IDJORNADA=100&IDNIVEL=17#acta","18","C.T.T. SANTA EULARIA","1130","2016-2017","17:00","17","4","2","1231","ALARO TTC"
"19/03/2017","liga_eacta.php?IDENCUENTRO=131711185&EL=SOLLER TT - M2VILLAGE&EV=C.T.T. SANTA EULARIA&IDJORNADA=100&IDNIVEL=17#acta","18","C.T.T. SANTA EULARIA","1130","2016-2017","10:30","17","4","2","632","SOLLER TT - M2VILLAGE"
"19/03/2017","liga_eacta.php?IDENCUENTRO=131711187&EL=UNIDAD - CTT SANTA EULARIA&EV=CTT ES VIVER - EIVISSA PATRIMONI DE LA HUMANITAT&IDJORNADA=100&IDNIVEL=17#acta","18","CTT ES VIVER - EIVISSA PATRIMONI DE LA HUMANITAT","10478","2016-2017","11:00","17","5","1","1063","UNIDAD - CTT SANTA EULARIA"
"19/03/2017","liga_eacta.php?IDENCUENTRO=131711186&EL=PLA I LLEVANT-CAFÉ POP&EV=CLUB SA POBLA T.T.&IDJORNADA=100&IDNIVEL=17#acta","18","CLUB SA POBLA T.T.","187","2016-2017","11:00","17","5","1","10773","PLA I LLEVANT-CAFÉ POP"
"25/03/2017","liga_eacta.php?IDENCUENTRO=131711193&EL=CTT ES VIVER - EIVISSA PATRIMONI DE LA HUMANITAT&EV=CTT SANT LLUIS&IDJORNADA=100&IDNIVEL=17#acta","19","CTT SANT LLUIS","16031","2016-2017","11:00","17","0","6","10478","CTT ES VIVER - EIVISSA PATRIMONI DE LA HUMANITAT"
"25/03/2017","liga_eacta.php?IDENCUENTRO=131711191&EL=CARMEN PELUQUEROS - SANT JORDI&EV=CTT SANT LLUIS&IDJORNADA=100&IDNIVEL=17#acta","19","CTT SANT LLUIS","16031","2016-2017","16:00","17","3","4","16032","CARMEN PELUQUEROS - SANT JORDI"
"25/03/2017","liga_eacta.php?IDENCUENTRO=131711192&EL=CLUB SA POBLA T.T.&EV=CLUB PALMA T.T. A&IDJORNADA=100&IDNIVEL=17#acta","19","CLUB PALMA T.T. A","188","2016-2017","17:30","17","0","6","187","CLUB SA POBLA T.T."
"25/03/2017","liga_eacta.php?IDENCUENTRO=131711194&EL=SON CLADERA TTC&EV=SOLLER TT - M2VILLAGE&IDJORNADA=100&IDNIVEL=17#acta","19","SOLLER TT - M2VILLAGE","632","2016-2017","18:00","17","4","2","10457","SON CLADERA TTC"
"26/03/2017","liga_eacta.php?IDENCUENTRO=131711196&EL=UNIDAD - CTT SANTA EULARIA&EV=CLUB PALMA T.T. B&IDJORNADA=100&IDNIVEL=17#acta","19","CLUB PALMA T.T. B","16051","2016-2017","11:00","17","5","1","1063","UNIDAD - CTT SANTA EULARIA"
